@id,socrata:rowID{Literal},rdf:type{URIRef},rdfs:member{URIRef},ds:conf_cases{Literal},ds:conf_death{Literal},ds:consent_cases{Literal},ds:consent_deaths{Literal},ds:created_at{Literal},ds:new_case{Literal},ds:new_death{Literal},ds:pnew_case{Literal},ds:pnew_death{Literal},ds:prob_cases{Literal},ds:prob_death{Literal},ds:state{Literal},ds:submission_date{Literal},ds:tot_cases{Literal},ds:tot_death{Literal}
https://data.cdc.gov/resource/_9mfq-cb36/row-r4ux_wmiv~g6vq,row-r4ux_wmiv~g6vq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,51594.0,3589.0,Agree,Agree,2020-09-09T13:47:50,417.0,6.0,44,0,2188,885,CT,2020-09-08T00:00:00,53782,4474
https://data.cdc.gov/resource/_9mfq-cb36/row-r4yf.cjh6~myk2,row-r4yf.cjh6~myk2,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2021-02-15T14:46:24,280.0,3.0,72,1,,,NH,2021-02-14T00:00:00,70785,1133
https://data.cdc.gov/resource/_9mfq-cb36/row-r5nx~qai5~k2qv,row-r5nx~qai5~k2qv,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,154921.0,3695.0,Agree,Agree,2020-10-18T00:00:00,1115.0,22.0,268,6,25575,601,AL,2020-10-16T00:00:00,180496,4296
https://data.cdc.gov/resource/_9mfq-cb36/row-rd9n-mwis~5ehs,row-rd9n-mwis~5ehs,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2020-05-25T14:12:49,0.0,0.0,0,0,,,VI,2020-05-24T00:00:00,69,6
https://data.cdc.gov/resource/_9mfq-cb36/row-rh5b_cc93~4asx,row-rh5b_cc93~4asx,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,332747.0,7359.0,Agree,Agree,2020-07-04T00:00:00,10661.0,108.0,45,0,528,0,CA,2020-07-04T00:00:00,333275,7359
https://data.cdc.gov/resource/_9mfq-cb36/row-rkbh_qjxk~pzic,row-rkbh_qjxk~pzic,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,12659.0,Not agree,Agree,2021-03-19T00:00:00,872.0,9.0,0,0,,411,IN,2021-03-19T00:00:00,677419,13070
https://data.cdc.gov/resource/_9mfq-cb36/row-rr3y-qg5n~b6a9,row-rr3y-qg5n~b6a9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,13583.0,Not agree,Agree,2021-07-25T00:00:00,634.0,4.0,0,0,,442,IN,2021-07-25T00:00:00,765716,14025
https://data.cdc.gov/resource/_9mfq-cb36/row-rydq~jcmd_r7gn,row-rydq~jcmd_r7gn,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2021-07-30T11:05:02,1345.0,26.0,0,0,,,NV,2021-07-29T00:00:00,355091,5900
https://data.cdc.gov/resource/_9mfq-cb36/row-sc4q-adzr~26k2,row-sc4q-adzr~26k2,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-12-01T15:26:07,37.0,0.0,2,0,,,GU,2020-11-30T00:00:00,6889,112
https://data.cdc.gov/resource/_9mfq-cb36/row-sq8z~yuye~tqpa,row-sq8z~yuye~tqpa,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,13708.0,Not agree,Agree,2021-08-08T00:00:00,1648.0,17.0,0,0,,442,IN,2021-08-08T00:00:00,784622,14150
https://data.cdc.gov/resource/_9mfq-cb36/row-sqdw~nvvi~yrrb,row-sqdw~nvvi~yrrb,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-12-10T00:00:00,97.0,1.0,3,0,,,VT,2020-12-08T00:00:00,4884,92
https://data.cdc.gov/resource/_9mfq-cb36/row-ssg6~yz8x~qg45,row-ssg6~yz8x~qg45,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,14286.0,Not agree,Agree,2021-09-03T00:00:00,5029.0,32.0,0,1,,473,IN,2021-09-03T00:00:00,873480,14759
https://data.cdc.gov/resource/_9mfq-cb36/row-swd3_cgug~86s3,row-swd3_cgug~86s3,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,301324.0,6568.0,Agree,Agree,2021-04-15T13:58:27,1609.0,10.0,193,0,25974,1416,CT,2021-04-14T00:00:00,327298,7984
https://data.cdc.gov/resource/_9mfq-cb36/row-swt6~fana_e8iy,row-swt6~fana_e8iy,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,5911.0,272.0,Agree,Agree,2020-05-25T15:38:40,224.0,6.0,0,0,0,0,WI,2020-04-26T00:00:00,5911,272
https://data.cdc.gov/resource/_9mfq-cb36/row-t4ar.zjaj~zaa4,row-t4ar.zjaj~zaa4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,184816.0,6499.0,Agree,Agree,2020-08-30T00:00:00,970.0,4.0,92,0,18803,318,MI,2020-08-29T00:00:00,203619,6817
https://data.cdc.gov/resource/_9mfq-cb36/row-tkjd~u9fq.5u3n,row-tkjd~u9fq.5u3n,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,N/A,N/A,2020-10-13T00:00:00,848.0,0.0,30,0,,,WA,2020-10-11T00:00:00,95650,2190
https://data.cdc.gov/resource/_9mfq-cb36/row-tkx2~h366-3zni,row-tkx2~h366-3zni,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2021-07-10T14:17:36,23.0,1.0,0,0,,,NH,2021-07-09T00:00:00,99708,1375
https://data.cdc.gov/resource/_9mfq-cb36/row-tmnv.g8tg~ym2u,row-tmnv.g8tg~ym2u,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-10-03T00:00:00,669.0,15.0,0,0,,,NE,2020-10-01T00:00:00,46293,493
https://data.cdc.gov/resource/_9mfq-cb36/row-tqcm~gvth-p9j7,row-tqcm~gvth-p9j7,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,133560.0,3297.0,Agree,Agree,2020-09-19T00:00:00,831.0,19.0,158,4,20059,484,AL,2020-09-17T00:00:00,153619,3781
https://data.cdc.gov/resource/_9mfq-cb36/row-ttvd.usmy~bx8y,row-ttvd.usmy~bx8y,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,101720.0,1536.0,Agree,Agree,2021-06-11T14:20:54,33.0,2.0,8,0,7538,143,DE,2021-06-10T00:00:00,109258,1679
https://data.cdc.gov/resource/_9mfq-cb36/row-u2hd_n354~x29j,row-u2hd_n354~x29j,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,209207.0,2532.0,Agree,Agree,2021-10-06T14:06:06,1835.0,11.0,433,3,54087,461,ID,2021-10-05T00:00:00,263294,2993
https://data.cdc.gov/resource/_9mfq-cb36/row-u4as~5ja5_scrg,row-u4as~5ja5_scrg,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,N/A,N/A,2020-07-19T00:00:00,754.0,7.0,2,0,,,WA,2020-07-17T00:00:00,45046,1434
https://data.cdc.gov/resource/_9mfq-cb36/row-u5b2~5m8f.uzx7,row-u5b2~5m8f.uzx7,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,100656.0,1602.0,Agree,Agree,2021-05-20T15:08:06,131.0,0.0,22,0,10336,0,MT,2021-05-19T00:00:00,110992,1602
https://data.cdc.gov/resource/_9mfq-cb36/row-u6ae~4zvh_yus7,row-u6ae~4zvh_yus7,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,3609.0,N/A,Agree,2020-08-17T00:00:00,519.0,8.0,0,0,,147,MD,2020-08-15T00:00:00,100212,3756
https://data.cdc.gov/resource/_9mfq-cb36/row-u9cw~gbjv~mge9,row-u9cw~gbjv~mge9,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,58768.0,990.0,Agree,Agree,2020-08-08T14:58:44,1043.0,12.0,54,0,4260,7,WI,2020-08-07T00:00:00,63028,997
https://data.cdc.gov/resource/_9mfq-cb36/row-uhv3-bget~h3rc,row-uhv3-bget~h3rc,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2021-08-04T15:17:10,28.0,0.0,0,0,,,VI,2021-08-03T00:00:00,4691,39
https://data.cdc.gov/resource/_9mfq-cb36/row-unki.yttn~jcet,row-unki.yttn~jcet,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,181931.0,4849.0,Agree,Agree,2021-02-21T00:00:00,535.0,9.0,314,5,110432,2099,MS,2021-02-19T00:00:00,292363,6948
https://data.cdc.gov/resource/_9mfq-cb36/row-unts_h6r9~dgim,row-unts_h6r9~dgim,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,92064.0,,Agree,,2020-10-22T13:34:46,472.0,-42.0,-93,-47,0,,NV,2020-10-21T00:00:00,92064,1732
https://data.cdc.gov/resource/_9mfq-cb36/row-urhz~z7cf~dqq2,row-urhz~z7cf~dqq2,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,85399.0,,Agree,,2020-10-11T13:47:22,806.0,2.0,0,0,92,,NV,2020-10-10T00:00:00,85491,1705
https://data.cdc.gov/resource/_9mfq-cb36/row-v8rz-gxdj~tdvw,row-v8rz-gxdj~tdvw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,8904.0,Not agree,Agree,2020-12-25T00:00:00,5458.0,97.0,0,6,,335,IN,2020-12-25T00:00:00,488321,9239
https://data.cdc.gov/resource/_9mfq-cb36/row-vad7~c9cq~45w2,row-vad7~c9cq~45w2,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,2899693.0,40317.0,Agree,Agree,2021-01-12T00:00:00,20156.0,677.0,1296,0,102837,0,CA,2021-01-12T00:00:00,3002530,40317
https://data.cdc.gov/resource/_9mfq-cb36/row-vava-bswa~nt92,row-vava-bswa~nt92,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2021-08-19T15:10:12,82.0,0.0,0,0,,,GU,2021-08-18T00:00:00,9200,144
https://data.cdc.gov/resource/_9mfq-cb36/row-vquu~kn3j~k2bi,row-vquu~kn3j~k2bi,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,1051095.0,19126.0,Agree,Agree,2020-11-13T00:00:00,10990.0,59.0,375,0,13351,0,CA,2020-11-13T00:00:00,1064446,19126
https://data.cdc.gov/resource/_9mfq-cb36/row-vy3i-b6au~gakk,row-vy3i-b6au~gakk,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,1318.0,Not agree,Agree,2020-05-04T00:00:00,574.0,42.0,0,2,,135,IN,2020-05-04T00:00:00,20507,1453
https://data.cdc.gov/resource/_9mfq-cb36/row-w4zv~jh2r-9pv4,row-w4zv~jh2r-9pv4,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Agree,Agree,2020-03-26T16:22:39,0.0,0.0,,,,,MT,2020-03-05T00:00:00,0,0
https://data.cdc.gov/resource/_9mfq-cb36/row-w5m4-x3jm~8t23,row-w5m4-x3jm~8t23,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,207134.0,4376.0,Agree,Agree,2020-11-26T00:00:00,2967.0,23.0,789,4,41369,796,AL,2020-11-24T00:00:00,248503,5172
https://data.cdc.gov/resource/_9mfq-cb36/row-w86p_3bz3~hbxf,row-w86p_3bz3~hbxf,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,3129.0,N/A,Agree,2020-06-28T00:00:00,335.0,14.0,0,0,,132,MD,2020-06-26T00:00:00,66450,3261
https://data.cdc.gov/resource/_9mfq-cb36/row-w8ep_a2j7~ehf7,row-w8ep_a2j7~ehf7,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-09-25T00:00:00,496.0,1.0,0,0,,,NE,2020-09-23T00:00:00,42351,462
https://data.cdc.gov/resource/_9mfq-cb36/row-w8w8~qqc5.dbk8,row-w8w8~qqc5.dbk8,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Agree,Agree,2020-03-31T16:22:39,429.0,16.0,,,,,CT,2020-04-01T00:00:00,3557,85
https://data.cdc.gov/resource/_9mfq-cb36/row-wbig~g9bp-u47m,row-wbig~g9bp-u47m,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,596849.0,14878.0,Agree,Agree,2021-02-01T00:00:00,1000.0,55.0,185,4,56813,946,MI,2021-01-31T00:00:00,653662,15824
https://data.cdc.gov/resource/_9mfq-cb36/row-wu4g-7m66~ebji,row-wu4g-7m66~ebji,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-12-29T00:00:00,611.0,0.0,0,0,,,NE,2020-12-27T00:00:00,161962,1559
https://data.cdc.gov/resource/_9mfq-cb36/row-wvie.hyqs~nnvu,row-wvie.hyqs~nnvu,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,120783.0,,Agree,Not agree,2021-10-12T14:00:10,951.0,10.0,443,0,18119,,ND,2021-10-11T00:00:00,138902,1652
https://data.cdc.gov/resource/_9mfq-cb36/row-wzvt~gmgp_5z9n,row-wzvt~gmgp_5z9n,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,576632.0,6612.0,Agree,Agree,2021-03-31T14:08:03,861.0,15.0,273,4,58682,680,WI,2021-03-30T00:00:00,635314,7292
https://data.cdc.gov/resource/_9mfq-cb36/row-x33g~mjnn-mw8e,row-x33g~mjnn-mw8e,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,1390432.0,23199.0,Agree,Agree,2021-06-26T14:17:39,292.0,7.0,0,-1,0,2438,IL,2021-06-25T00:00:00,1390432,25637
https://data.cdc.gov/resource/_9mfq-cb36/row-x9x2~ucvm.vbbq,row-x9x2~ucvm.vbbq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,94187.0,5743.0,Agree,Agree,2020-06-07T00:00:00,421.0,15.0,47,0,8827,303,MI,2020-06-06T00:00:00,103014,6046
https://data.cdc.gov/resource/_9mfq-cb36/row-xbny_uk8u~hjmc,row-xbny_uk8u~hjmc,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,409899.0,8787.0,Agree,Agree,2021-04-12T00:00:00,325.0,4.0,106,1,120867,2238,AL,2021-04-10T00:00:00,530766,11025
https://data.cdc.gov/resource/_9mfq-cb36/row-xkda.pxnm~u445,row-xkda.pxnm~u445,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,1156097.0,14161.0,Agree,Agree,2021-09-25T13:25:43,5805.0,96.0,943,17,212646,1947,NC,2021-09-24T00:00:00,1368743,16108
https://data.cdc.gov/resource/_9mfq-cb36/row-xsp6_qq4h~gcgi,row-xsp6_qq4h~gcgi,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,100965.0,1607.0,Agree,Agree,2021-05-27T13:41:41,77.0,1.0,59,0,10489,0,MT,2021-05-26T00:00:00,111454,1607
https://data.cdc.gov/resource/_9mfq-cb36/row-xxvw.ad9u~sjps,row-xxvw.ad9u~sjps,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,102187.0,1686.0,Agree,Agree,2021-07-16T14:03:13,68.0,3.0,11,0,12389,0,MT,2021-07-15T00:00:00,114576,1686
https://data.cdc.gov/resource/_9mfq-cb36/row-xy5h.hbaw~zbx5,row-xy5h.hbaw~zbx5,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,4444431.0,68963.0,Agree,Agree,2021-09-19T00:00:00,7849.0,101.0,629,0,204837,0,CA,2021-09-19T00:00:00,4649268,68963
https://data.cdc.gov/resource/_9mfq-cb36/row-xyc8.zmrd~9ieh,row-xyc8.zmrd~9ieh,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,290336.0,5620.0,Agree,Agree,2020-12-28T00:00:00,3483.0,71.0,1124,21,71966,1206,AL,2020-12-26T00:00:00,362302,6826
https://data.cdc.gov/resource/_9mfq-cb36/row-y24v~vd2n~zia6,row-y24v~vd2n~zia6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,155576.0,1865.0,Agree,Agree,2021-06-23T15:24:06,118.0,4.0,31,2,38791,275,ID,2021-06-22T00:00:00,194367,2140
https://data.cdc.gov/resource/_9mfq-cb36/row-ya2m_3k4g~sk94,row-ya2m_3k4g~sk94,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-09-25T13:54:10,23.0,1.0,0,0,,,GU,2020-09-24T00:00:00,2286,39
https://data.cdc.gov/resource/_9mfq-cb36/row-yhab~2vyu~mwfb,row-yhab~2vyu~mwfb,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-03-24T00:00:00,75.0,2.0,0,0,,,MO,2020-03-22T00:00:00,488,5
https://data.cdc.gov/resource/_9mfq-cb36/row-ykak-ee6n~dmvm,row-ykak-ee6n~dmvm,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-12-10T00:00:00,1571.0,41.0,0,0,,,NE,2020-12-08T00:00:00,141677,1277
https://data.cdc.gov/resource/_9mfq-cb36/row-yspu-9gb9~m7wq,row-yspu-9gb9~m7wq,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2021-05-25T00:00:00,22.0,0.0,0,0,,,VT,2021-05-23T00:00:00,22551,248
https://data.cdc.gov/resource/_9mfq-cb36/row-z2tu~rzi6_n6nw,row-z2tu~rzi6_n6nw,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-10-26T00:00:00,1278.0,14.0,85,0,,,MO,2020-10-24T00:00:00,182455,3236
https://data.cdc.gov/resource/_9mfq-cb36/row-z76u~5ygd-x38j,row-z76u~5ygd-x38j,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,,,2020-08-21T14:27:34,41.0,1.0,0,0,,,VI,2020-08-20T00:00:00,869,10
https://data.cdc.gov/resource/_9mfq-cb36/row-zbcw~3zgm_utrd,row-zbcw~3zgm_utrd,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,4901.0,Not agree,Agree,2020-11-08T00:00:00,4652.0,61.0,0,0,,260,IN,2020-11-08T00:00:00,210374,5161
https://data.cdc.gov/resource/_9mfq-cb36/row-zcv9~zcpx.nhfr,row-zcv9~zcpx.nhfr,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2020-03-16T00:00:00,2.0,0.0,0,0,,,VT,2020-03-14T00:00:00,4,0
https://data.cdc.gov/resource/_9mfq-cb36/row-zkw3~t3k4.chb6,row-zkw3~t3k4.chb6,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,8832.0,N/A,Agree,2021-04-15T00:00:00,1552.0,15.0,0,0,,208,MD,2021-04-13T00:00:00,430351,9040
https://data.cdc.gov/resource/_9mfq-cb36/row-zqjs_57t6~p8df,row-zqjs_57t6~p8df,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,6602.0,,Agree,Not agree,2020-08-01T14:38:12,133.0,0.0,0,0,0,,ND,2020-07-31T00:00:00,6602,103
https://data.cdc.gov/resource/_9mfq-cb36/row-zrwn~qd8s.wwpy,row-zrwn~qd8s.wwpy,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,3965.0,60.0,Agree,Agree,2020-08-01T14:38:12,11.0,2.0,0,0,0,0,MT,2020-07-31T00:00:00,3965,60
https://data.cdc.gov/resource/_9mfq-cb36/row-zs6a_svyq~pz8b,row-zs6a_svyq~pz8b,dsbase:_9mfq-cb36,dsbase:_9mfq-cb36,,,Not agree,Not agree,2021-09-15T14:35:57,2743.0,12.0,816,0,,,MO,2021-09-14T00:00:00,791832,11022
